dispute_id,transaction_id,customer_id,created_date,reason,status,amount
dsp_000034,txn_00005908,cust_01087,2026-01-16,fraudulent,pending,28.87
dsp_000035,txn_00006050,cust_04570,2026-02-12,fraudulent,pending,15.38
dsp_000036,txn_00006136,cust_02063,2025-11-20,fraudulent,lost,85.53
dsp_000037,txn_00006263,cust_01011,2026-03-23,fraudulent,lost,37.83
dsp_000038,txn_00006290,cust_01011,2026-03-06,fraudulent,won,102.44
dsp_000039,txn_00006474,cust_03093,2026-02-28,fraudulent,lost,8.76
dsp_000040,txn_00006611,cust_03901,2026-02-17,product_not_received,won,105.39
dsp_000041,txn_00006801,cust_00745,2026-03-01,fraudulent,lost,23.29
dsp_000042,txn_00006881,cust_00745,2026-03-15,not_as_described,lost,141.35
dsp_000043,txn_00006935,cust_00745,2026-03-23,product_not_received,pending,27.24
dsp_000044,txn_00006950,cust_00745,2026-03-02,fraudulent,lost,23.27
dsp_000045,txn_00007043,cust_00748,2026-01-12,product_not_received,pending,82.85
dsp_000046,txn_00007440,cust_03952,2026-02-22,product_not_received,pending,46.08
dsp_000047,txn_00007576,cust_01348,2026-03-07,fraudulent,won,8.62
dsp_000048,txn_00007578,cust_01348,2026-03-12,product_not_received,lost,62.8
dsp_000049,txn_00007703,cust_01714,2026-03-03,duplicate,won,34.7
dsp_000050,txn_00007750,cust_02618,2026-03-15,product_not_received,won,40.37
dsp_000051,txn_00007876,cust_02618,2026-02-24,not_as_described,lost,1.13
dsp_000052,txn_00007933,cust_04016,2026-02-16,not_as_described,lost,94.71
dsp_000053,txn_00008009,cust_04016,2026-03-16,duplicate,won,154.55
dsp_000054,txn_00008034,cust_04016,2026-03-18,product_not_received,won,107.93
dsp_000055,txn_00008046,cust_04016,2026-02-20,fraudulent,lost,152.33
dsp_000056,txn_00008149,cust_02850,2026-02-16,duplicate,lost,47.06
dsp_000057,txn_00008277,cust_02850,2026-03-08,duplicate,lost,14.14
dsp_000058,txn_00008351,cust_02531,2025-11-29,fraudulent,lost,9.29
dsp_000059,txn_00008461,cust_02531,2025-12-07,fraudulent,won,1.79
dsp_000060,txn_00008474,cust_02531,2026-02-20,fraudulent,lost,8.6
dsp_000061,txn_00008507,cust_02531,2026-03-17,fraudulent,lost,24.77
dsp_000062,txn_00008773,cust_02914,2025-04-03,unauthorized,lost,145.67
dsp_000063,txn_00009066,cust_01615,2026-03-01,fraudulent,won,12.57
dsp_000064,txn_00009166,cust_03780,2025-06-30,product_not_received,won,123.77
dsp_000065,txn_00009382,cust_03133,2025-06-26,product_not_received,won,27.1
dsp_000066,txn_00009478,cust_03133,2025-10-15,fraudulent,won,27.67
dsp_000067,txn_00009559,cust_03042,2025-03-31,product_not_received,lost,49.82
dsp_000068,txn_00009608,cust_03042,2025-08-09,not_as_described,lost,18.49
dsp_000069,txn_00009793,cust_03021,2026-03-04,fraudulent,lost,132.6
dsp_000070,txn_00009814,cust_03021,2026-03-07,product_not_received,won,16.21
dsp_000071,txn_00010117,cust_00863,2026-01-10,not_as_described,won,142.33
dsp_000072,txn_00010372,cust_01016,2026-02-22,product_not_received,pending,51.93
dsp_000073,txn_00010377,cust_01016,2025-07-02,product_not_received,lost,64.28
dsp_000074,txn_00010408,cust_01016,2026-02-20,product_not_received,lost,51.48
dsp_000075,txn_00010451,cust_01016,2025-05-26,duplicate,won,216.55
dsp_000076,txn_00010560,cust_04075,2026-03-04,duplicate,won,80.1
dsp_000077,txn_00011461,cust_03131,2026-03-18,fraudulent,pending,52.48
dsp_000078,txn_00011532,cust_03131,2026-03-13,duplicate,won,14.9
dsp_000079,txn_00011615,cust_04037,2026-02-28,duplicate,won,14.53
dsp_000080,txn_00011677,cust_04037,2025-06-21,fraudulent,won,31.93
dsp_000081,txn_00011942,cust_00261,2026-02-16,product_not_received,won,13.32
dsp_000082,txn_00011991,cust_04866,2026-03-12,duplicate,won,8.65
dsp_000083,txn_00012020,cust_04866,2026-03-22,duplicate,won,14.61
dsp_000084,txn_00012193,cust_01434,2026-03-09,fraudulent,lost,15.38
dsp_000085,txn_00012264,cust_01434,2025-12-18,duplicate,won,124.29
dsp_000086,txn_00012351,cust_00078,2026-03-13,fraudulent,lost,44.09
dsp_000087,txn_00012368,cust_00078,2026-03-17,fraudulent,lost,13.8
dsp_000088,txn_00012372,cust_00078,2026-03-28,duplicate,lost,28.42
dsp_000089,txn_00012590,cust_04645,2026-02-26,not_as_described,won,4.07
dsp_000090,txn_00012905,cust_00862,2026-03-06,unauthorized,lost,49.56
dsp_000091,txn_00013153,cust_03932,2026-03-10,not_as_described,won,48.85
dsp_000092,txn_00013256,cust_03594,2026-01-02,product_not_received,pending,118.23
dsp_000093,txn_00013290,cust_03594,2026-03-05,duplicate,won,111.63
dsp_000094,txn_00013362,cust_03594,2026-01-29,not_as_described,lost,22.12
dsp_000095,txn_00013666,cust_03924,2026-03-27,unauthorized,won,20.98
dsp_000096,txn_00013707,cust_03924,2026-02-26,fraudulent,lost,25.15
dsp_000097,txn_00013716,cust_03924,2026-04-13,fraudulent,pending,18.97
dsp_000098,txn_00013794,cust_00020,2026-03-06,fraudulent,lost,36.98
dsp_000099,txn_00013849,cust_00020,2026-03-12,unauthorized,won,35.45
dsp_000100,txn_00013919,cust_01721,2026-03-23,product_not_received,pending,166.51
dsp_000101,txn_00014221,cust_04416,2026-03-23,product_not_received,won,124.74
dsp_000102,txn_00014537,cust_04846,2026-04-10,fraudulent,lost,6.45
dsp_000103,txn_00014813,cust_04628,2026-01-27,not_as_described,lost,63.14
dsp_000104,txn_00015047,cust_00960,2025-11-04,fraudulent,lost,74.97
dsp_000105,txn_00015164,cust_04393,2025-12-24,duplicate,won,35.96
dsp_000106,txn_00015267,cust_01772,2025-11-29,fraudulent,won,58.99
dsp_000107,txn_00015309,cust_01772,2025-10-17,fraudulent,lost,44.73
dsp_000108,txn_00015378,cust_00750,2026-01-27,fraudulent,won,74.38
dsp_000109,txn_00015436,cust_00750,2026-02-02,product_not_received,won,63.75
dsp_000110,txn_00015508,cust_00750,2026-02-03,product_not_received,won,44.55
dsp_000111,txn_00015567,cust_00750,2025-11-22,unauthorized,won,36.32
dsp_000112,txn_00015613,cust_03746,2026-02-27,fraudulent,lost,17.52
dsp_000113,txn_00015677,cust_03746,2026-03-12,fraudulent,lost,28.75
dsp_000114,txn_00015731,cust_03746,2026-04-08,product_not_received,pending,81.84
dsp_000115,txn_00015920,cust_00488,2026-03-11,product_not_received,lost,3.8
dsp_000116,txn_00016124,cust_03294,2026-01-02,fraudulent,pending,44.04
dsp_000117,txn_00016189,cust_03433,2026-03-07,fraudulent,won,6.64
dsp_000118,txn_00016201,cust_03433,2026-01-12,duplicate,won,14.94
dsp_000119,txn_00016408,cust_00733,2026-01-16,fraudulent,won,14.66
dsp_000120,txn_00016451,cust_00733,2026-02-14,fraudulent,lost,123.92
dsp_000121,txn_00016629,cust_00608,2026-02-16,not_as_described,pending,54.54
dsp_000122,txn_00016744,cust_00608,2026-03-04,not_as_described,lost,21.01
dsp_000123,txn_00016841,cust_02320,2026-02-11,duplicate,won,91.55
dsp_000124,txn_00017174,cust_00636,2026-03-08,product_not_received,lost,11.82
dsp_000125,txn_00017202,cust_01425,2025-06-18,fraudulent,lost,90.51
dsp_000126,txn_00017287,cust_01425,2025-05-23,duplicate,won,16.23
dsp_000127,txn_00017302,cust_01425,2026-02-04,duplicate,lost,84.2
dsp_000128,txn_00017345,cust_01425,2025-06-01,not_as_described,won,46.62
dsp_000129,txn_00017362,cust_01425,2025-07-03,fraudulent,won,15.24
dsp_000130,txn_00017538,cust_01415,2026-03-10,fraudulent,won,11.21
dsp_000131,txn_00017589,cust_03153,2026-01-24,not_as_described,pending,2.48
dsp_000132,txn_00017629,cust_03153,2026-02-13,not_as_described,won,42.98
dsp_000133,txn_00017648,cust_03153,2026-02-06,fraudulent,won,23.59
dsp_000134,txn_00017732,cust_03153,2026-01-20,product_not_received,won,98.62
dsp_000135,txn_00017815,cust_04905,2026-01-23,not_as_described,lost,18.37
dsp_000136,txn_00017914,cust_04905,2025-10-10,product_not_received,won,57.02
dsp_000137,txn_00018085,cust_00971,2025-12-18,duplicate,won,30.54
dsp_000138,txn_00018101,cust_00971,2026-02-26,not_as_described,lost,126.55
dsp_000139,txn_00018114,cust_00971,2025-11-16,fraudulent,lost,13.69
dsp_000140,txn_00018321,cust_03209,2026-01-19,duplicate,won,1.54
dsp_000141,txn_00018439,cust_03209,2026-02-23,fraudulent,lost,17.23
dsp_000142,txn_00018489,cust_02752,2025-11-23,not_as_described,won,3.94
dsp_000143,txn_00018587,cust_02752,2025-12-28,fraudulent,lost,98.24
dsp_000144,txn_00018592,cust_02752,2026-04-01,fraudulent,lost,42.31
dsp_000145,txn_00018717,cust_04030,2026-01-29,fraudulent,lost,30.48
dsp_000146,txn_00018774,cust_04030,2026-02-21,fraudulent,pending,36.34
dsp_000147,txn_00018957,cust_02783,2026-03-10,duplicate,won,63.95
dsp_000148,txn_00019137,cust_01332,2026-03-10,duplicate,lost,129.03
dsp_000149,txn_00019150,cust_01332,2026-03-25,not_as_described,lost,29.26
dsp_000150,txn_00019158,cust_01332,2026-03-19,product_not_received,pending,104.34
dsp_000151,txn_00019168,cust_01332,2025-12-09,not_as_described,pending,370.35
dsp_000152,txn_00019415,cust_03781,2026-02-24,fraudulent,pending,16.6
dsp_000153,txn_00019619,cust_01036,2025-11-15,fraudulent,lost,256.01
dsp_000154,txn_00019627,cust_01036,2026-02-16,fraudulent,pending,69.43
dsp_000155,txn_00019658,cust_01036,2026-02-26,not_as_described,lost,29.47
dsp_000156,txn_00019674,cust_01036,2026-02-07,fraudulent,lost,199.43
dsp_000157,txn_00019736,cust_01906,2026-02-27,fraudulent,won,82.7
dsp_000158,txn_00019889,cust_04526,2026-03-21,product_not_received,won,22.66
dsp_000159,txn_00019957,cust_04526,2026-02-17,fraudulent,lost,30.8
dsp_000160,txn_00020094,cust_03651,2026-03-22,fraudulent,lost,68.3
dsp_000161,txn_00020304,cust_04253,2026-03-25,product_not_received,lost,173.48
dsp_000162,txn_00020459,cust_04783,2026-03-04,fraudulent,lost,35.82
dsp_000163,txn_00020463,cust_04783,2026-03-01,fraudulent,lost,43.57
dsp_000164,txn_00020967,cust_01523,2026-03-23,not_as_described,won,69.39
dsp_000165,txn_00021117,cust_04347,2026-03-13,product_not_received,pending,159.29
dsp_000166,txn_00021804,cust_02583,2026-02-26,fraudulent,lost,233.1
dsp_000167,txn_00021844,cust_02583,2026-03-13,product_not_received,lost,21.67
dsp_000168,txn_00022368,cust_04117,2025-09-08,fraudulent,lost,11.64
dsp_000169,txn_00022494,cust_04117,2025-06-05,fraudulent,won,33.41
dsp_000170,txn_00022537,cust_02917,2026-01-03,fraudulent,pending,59.59
dsp_000171,txn_00022725,cust_03699,2026-01-16,fraudulent,pending,30.08
dsp_000172,txn_00022745,cust_03699,2025-11-06,not_as_described,pending,33.31
dsp_000173,txn_00022971,cust_02390,2025-11-04,not_as_described,won,5.21
dsp_000174,txn_00023128,cust_00027,2026-04-04,fraudulent,lost,8.71
dsp_000175,txn_00023242,cust_01842,2026-03-22,duplicate,won,104.26
dsp_000176,txn_00023290,cust_03279,2026-02-14,fraudulent,lost,43.61
dsp_000177,txn_00023375,cust_03279,2026-03-11,fraudulent,won,154.27
dsp_000178,txn_00023470,cust_00648,2025-12-20,product_not_received,lost,103.41
dsp_000179,txn_00023782,cust_01474,2026-02-28,product_not_received,pending,31.25
dsp_000180,txn_00024001,cust_03999,2025-12-25,duplicate,won,70.01
dsp_000181,txn_00024368,cust_03878,2025-09-05,duplicate,won,16.19
dsp_000182,txn_00024647,cust_03562,2025-10-15,product_not_received,won,36.76
dsp_000183,txn_00024728,cust_01816,2025-10-22,product_not_received,lost,27.69
dsp_000184,txn_00024839,cust_01816,2025-10-28,unauthorized,won,27.83
dsp_000185,txn_00024863,cust_01816,2025-12-14,fraudulent,lost,61.07
dsp_000186,txn_00025032,cust_01269,2026-01-13,duplicate,lost,70.1
dsp_000187,txn_00025060,cust_01269,2026-03-12,fraudulent,won,188.42
dsp_000188,txn_00025189,cust_04609,2025-10-06,fraudulent,lost,22.39
dsp_000189,txn_00025717,cust_02381,2025-12-25,duplicate,lost,81.63
dsp_000190,txn_00025828,cust_03104,2026-03-21,duplicate,lost,116.18
dsp_000191,txn_00025835,cust_03104,2026-02-03,fraudulent,pending,19.15
dsp_000192,txn_00025925,cust_03104,2026-03-15,fraudulent,lost,21.13
dsp_000193,txn_00025993,cust_03196,2026-01-09,not_as_described,lost,86.57
dsp_000194,txn_00026414,cust_03326,2026-03-28,not_as_described,pending,150.4
dsp_000195,txn_00026426,cust_03326,2026-02-27,product_not_received,won,52.46
dsp_000196,txn_00026600,cust_02474,2026-03-11,product_not_received,won,9.44
dsp_000197,txn_00026743,cust_02474,2026-01-13,not_as_described,pending,13.41
dsp_000198,txn_00026891,cust_02222,2026-03-01,not_as_described,won,36.08
dsp_000199,txn_00027118,cust_01193,2026-02-04,product_not_received,won,1812.25
dsp_000200,txn_00027169,cust_01193,2026-02-17,product_not_received,pending,17.46
dsp_000201,txn_00027214,cust_01193,2026-02-17,fraudulent,lost,53.31
dsp_000202,txn_00027322,cust_04724,2026-03-16,product_not_received,won,9.19
dsp_000203,txn_00027611,cust_02190,2026-01-30,product_not_received,pending,157.93
dsp_000204,txn_00027617,cust_02190,2026-02-12,product_not_received,won,20.48
dsp_000205,txn_00027744,cust_01829,2025-10-24,not_as_described,won,17.21
dsp_000206,txn_00028058,cust_01666,2025-09-20,not_as_described,won,8.39
dsp_000207,txn_00028326,cust_02388,2026-03-19,fraudulent,lost,84.98
dsp_000208,txn_00028406,cust_02388,2026-01-07,fraudulent,pending,33.81
dsp_000209,txn_00028418,cust_02388,2026-03-04,not_as_described,pending,20.14
dsp_000210,txn_00028503,cust_03147,2025-10-21,fraudulent,lost,3.17
dsp_000211,txn_00028520,cust_03147,2025-11-11,product_not_received,lost,7.51
dsp_000212,txn_00028563,cust_03147,2025-09-29,fraudulent,won,67.85
dsp_000213,txn_00028633,cust_03147,2026-03-02,not_as_described,pending,44.34
dsp_000214,txn_00028824,cust_03871,2026-03-01,fraudulent,lost,77.31
dsp_000215,txn_00029093,cust_01804,2026-03-22,product_not_received,lost,52.36
dsp_000216,txn_00029123,cust_01804,2026-03-13,product_not_received,won,144.91
dsp_000217,txn_00029203,cust_01724,2026-03-09,fraudulent,pending,26.15
dsp_000218,txn_00029478,cust_03476,2025-10-06,fraudulent,lost,54.34
dsp_000219,txn_00029487,cust_03476,2026-02-23,unauthorized,lost,239.57
dsp_000220,txn_00029608,cust_03476,2025-11-24,fraudulent,lost,29.88
dsp_000221,txn_00029621,cust_00201,2025-11-25,duplicate,won,21.39
dsp_000222,txn_00029642,cust_00201,2026-03-15,product_not_received,lost,20.09
dsp_000223,txn_00029948,cust_00199,2025-09-24,not_as_described,lost,5.84
dsp_000224,txn_00030386,cust_01872,2026-03-02,fraudulent,lost,20.68
dsp_000225,txn_00030433,cust_01872,2026-03-08,fraudulent,pending,8.32
dsp_000226,txn_00030482,cust_01492,2026-01-27,not_as_described,won,12.3
dsp_000227,txn_00030627,cust_01492,2026-02-17,product_not_received,won,126.94
dsp_000228,txn_00030650,cust_04511,2026-03-19,fraudulent,lost,144.2
dsp_000229,txn_00030684,cust_04511,2026-03-06,product_not_received,lost,80.06
dsp_000230,txn_00030724,cust_04511,2026-03-13,not_as_described,won,29.17
dsp_000231,txn_00030733,cust_04511,2026-03-21,fraudulent,lost,12.61
dsp_000232,txn_00031141,cust_03641,2026-03-10,duplicate,won,16.28
dsp_000233,txn_00031235,cust_04625,2026-01-02,product_not_received,pending,85.72
dsp_000234,txn_00031532,cust_00406,2025-07-03,fraudulent,lost,162.92
dsp_000235,txn_00031669,cust_01671,2026-02-17,fraudulent,lost,231.56
dsp_000236,txn_00031806,cust_04006,2026-03-31,duplicate,won,179.58
dsp_000237,txn_00031853,cust_04006,2026-03-17,product_not_received,won,103.76
dsp_000238,txn_00032648,cust_04823,2026-02-24,duplicate,won,77.15
dsp_000239,txn_00033413,cust_00352,2025-12-19,not_as_described,won,28.29
dsp_000240,txn_00033942,cust_00959,2026-03-21,fraudulent,lost,177.9
dsp_000241,txn_00034003,cust_04465,2025-12-26,fraudulent,lost,11.97
dsp_000242,txn_00034218,cust_02042,2026-02-23,fraudulent,lost,25.38
dsp_000243,txn_00034232,cust_02042,2026-01-24,product_not_received,pending,131.18
dsp_000244,txn_00034283,cust_02042,2025-12-22,fraudulent,won,19.51
dsp_000245,txn_00034406,cust_00246,2025-06-04,product_not_received,pending,54.51
dsp_000246,txn_00034616,cust_03859,2026-04-07,duplicate,won,39.7
dsp_000247,txn_00034821,cust_04672,2025-11-11,fraudulent,lost,10.02
dsp_000248,txn_00034832,cust_04672,2026-01-12,not_as_described,lost,375.27
dsp_000249,txn_00035045,cust_00968,2026-03-12,product_not_received,lost,26.54
dsp_000250,txn_00035114,cust_02208,2025-11-07,fraudulent,lost,33.54
dsp_000251,txn_00035474,cust_00951,2025-12-25,product_not_received,lost,182.57
dsp_000252,txn_00035602,cust_01189,2026-02-05,product_not_received,lost,8.08
dsp_000253,txn_00035712,cust_01627,2026-03-25,product_not_received,won,23.82
dsp_000254,txn_00035735,cust_01627,2026-04-03,fraudulent,pending,9.32
dsp_000255,txn_00035946,cust_03182,2026-03-06,fraudulent,lost,15.38
dsp_000256,txn_00036003,cust_03182,2026-03-15,fraudulent,lost,61.38
dsp_000257,txn_00036037,cust_02138,2026-03-24,product_not_received,pending,9.16
dsp_000258,txn_00036109,cust_02138,2026-02-26,product_not_received,lost,63.61
dsp_000259,txn_00036219,cust_01038,2026-01-12,duplicate,won,8.8
dsp_000260,txn_00036230,cust_01038,2026-02-08,product_not_received,lost,32.65
dsp_000261,txn_00036577,cust_03277,2026-01-13,not_as_described,pending,69.75
dsp_000262,txn_00036580,cust_03277,2025-12-29,unauthorized,pending,5.95
dsp_000263,txn_00036659,cust_01493,2026-03-10,duplicate,won,10.75
dsp_000264,txn_00036671,cust_01493,2026-03-05,duplicate,won,49.07
dsp_000265,txn_00036809,cust_02109,2026-03-08,fraudulent,lost,63.74
dsp_000266,txn_00036821,cust_02109,2026-03-02,product_not_received,lost,124.88
dsp_000267,txn_00036849,cust_02109,2026-04-14,fraudulent,won,9.93
dsp_000268,txn_00036970,cust_01054,2025-10-15,fraudulent,lost,41.96
dsp_000269,txn_00037082,cust_01054,2026-03-28,fraudulent,lost,205.76
dsp_000270,txn_00037084,cust_01054,2026-03-19,fraudulent,won,111.29
dsp_000271,txn_00037099,cust_01054,2026-03-11,not_as_described,lost,54.5
dsp_000272,txn_00037120,cust_01054,2026-02-05,duplicate,won,159.14
dsp_000273,txn_00037129,cust_01054,2026-03-07,product_not_received,won,25.53
dsp_000274,txn_00037137,cust_01054,2026-02-12,fraudulent,lost,131.02
dsp_000275,txn_00037156,cust_01054,2025-09-20,product_not_received,won,41.2
dsp_000276,txn_00037273,cust_03742,2025-09-29,not_as_described,won,16.32
dsp_000277,txn_00037371,cust_01433,2026-02-21,unauthorized,won,22.68
dsp_000278,txn_00037464,cust_01433,2026-01-30,duplicate,won,2.11
dsp_000279,txn_00037702,cust_03253,2026-02-27,duplicate,won,27.1
dsp_000280,txn_00037843,cust_01784,2026-02-04,duplicate,won,99.01
dsp_000281,txn_00038054,cust_01733,2026-01-09,product_not_received,pending,26.69
dsp_000282,txn_00038214,cust_04834,2026-03-14,unauthorized,lost,4.38
dsp_000283,txn_00038436,cust_03201,2026-02-07,not_as_described,lost,20.68
dsp_000284,txn_00038478,cust_03201,2026-01-22,duplicate,pending,27.54
dsp_000285,txn_00038518,cust_03201,2026-01-29,fraudulent,won,21.24
dsp_000286,txn_00038543,cust_03201,2026-03-13,duplicate,won,7.58
dsp_000287,txn_00038558,cust_03201,2026-01-10,duplicate,won,25.55
dsp_000288,txn_00038685,cust_02347,2026-03-11,fraudulent,lost,7.43
dsp_000289,txn_00038727,cust_02347,2026-02-04,not_as_described,won,194.39
dsp_000290,txn_00038750,cust_02347,2026-02-12,fraudulent,lost,229.0
dsp_000291,txn_00038758,cust_02347,2026-02-14,not_as_described,won,24.92
dsp_000292,txn_00038808,cust_00386,2025-12-14,not_as_described,lost,222.14
dsp_000293,txn_00038855,cust_02957,2025-11-12,product_not_received,lost,31.03
dsp_000294,txn_00038910,cust_02957,2026-02-16,fraudulent,lost,73.95
dsp_000295,txn_00039036,cust_02957,2026-02-25,not_as_described,pending,10.83
dsp_000296,txn_00039199,cust_02255,2026-03-17,unauthorized,lost,20.69
dsp_000297,txn_00039296,cust_02255,2025-10-11,product_not_received,lost,178.94
dsp_000298,txn_00039396,cust_04172,2025-08-10,duplicate,won,27.39
dsp_000299,txn_00039919,cust_02646,2026-02-14,fraudulent,lost,48.48
dsp_000300,txn_00040096,cust_02646,2026-02-25,unauthorized,lost,8.36
dsp_000301,txn_00040123,cust_01497,2026-02-24,product_not_received,lost,27.41
dsp_000302,txn_00040381,cust_03779,2025-12-22,fraudulent,lost,2.27
dsp_000303,txn_00040561,cust_04587,2026-03-03,duplicate,lost,13.37
dsp_000304,txn_00040816,cust_00945,2026-03-30,duplicate,lost,13.68
dsp_000305,txn_00040821,cust_00945,2026-04-08,fraudulent,won,8.75
dsp_000306,txn_00040885,cust_04078,2026-03-21,fraudulent,lost,39.95
dsp_000307,txn_00041068,cust_04078,2026-03-31,duplicate,lost,25.31
dsp_000308,txn_00041118,cust_00015,2026-03-23,product_not_received,won,38.22
dsp_000309,txn_00041165,cust_00015,2026-04-01,product_not_received,won,32.51
dsp_000310,txn_00041177,cust_00015,2026-03-24,fraudulent,lost,74.39
dsp_000311,txn_00041375,cust_01973,2026-02-16,fraudulent,lost,29.3
dsp_000312,txn_00041575,cust_04804,2026-03-11,not_as_described,lost,105.18
dsp_000313,txn_00041605,cust_02828,2026-04-12,product_not_received,lost,20.62
dsp_000314,txn_00041608,cust_02828,2026-03-19,duplicate,lost,21.89
dsp_000315,txn_00041619,cust_02956,2026-02-02,fraudulent,won,10.4
dsp_000316,txn_00041869,cust_02702,2025-11-16,duplicate,pending,762.18
dsp_000317,txn_00042031,cust_04334,2025-12-16,product_not_received,lost,11.21
dsp_000318,txn_00042086,cust_04334,2026-01-01,not_as_described,lost,12.36
dsp_000319,txn_00042186,cust_04334,2026-02-25,not_as_described,won,42.82
dsp_000320,txn_00042189,cust_04334,2026-03-07,fraudulent,lost,38.52
dsp_000321,txn_00042259,cust_03829,2026-02-06,product_not_received,won,143.77
dsp_000322,txn_00042795,cust_01905,2026-02-25,fraudulent,lost,66.76
dsp_000323,txn_00043081,cust_01653,2026-03-11,not_as_described,won,115.99
dsp_000324,txn_00043084,cust_01653,2026-02-24,duplicate,won,11.19
dsp_000325,txn_00043093,cust_01653,2026-03-20,product_not_received,lost,22.13
dsp_000326,txn_00043263,cust_02145,2026-03-05,duplicate,won,217.76
dsp_000327,txn_00043504,cust_00686,2026-02-25,product_not_received,won,35.96
dsp_000328,txn_00043739,cust_03545,2025-12-27,unauthorized,won,9.6
dsp_000329,txn_00043772,cust_03545,2025-11-14,not_as_described,won,4.1
dsp_000330,txn_00043950,cust_01710,2026-01-26,duplicate,won,95.99
dsp_000331,txn_00044008,cust_01710,2026-03-10,duplicate,pending,23.23
dsp_000332,txn_00044152,cust_03317,2026-03-11,product_not_received,lost,21.09
dsp_000333,txn_00044257,cust_03317,2026-01-27,fraudulent,pending,54.37
dsp_000334,txn_00044560,cust_01758,2026-02-02,unauthorized,lost,6.95
dsp_000335,txn_00044590,cust_01758,2026-01-14,fraudulent,lost,4.22
dsp_000336,txn_00044820,cust_04215,2026-03-24,fraudulent,pending,26.83
dsp_000337,txn_00044963,cust_02647,2026-02-12,duplicate,pending,56.34
dsp_000338,txn_00044964,cust_02647,2025-10-05,duplicate,lost,159.51
dsp_000339,txn_00044987,cust_02647,2026-01-09,product_not_received,lost,43.17
dsp_000340,txn_00045362,cust_01276,2026-03-11,not_as_described,lost,24.38
dsp_000341,txn_00045385,cust_01543,2025-12-07,product_not_received,lost,135.32
dsp_000342,txn_00045435,cust_01543,2026-03-03,product_not_received,won,61.84
dsp_000343,txn_00045779,cust_01913,2026-01-05,not_as_described,pending,25.99
dsp_000344,txn_00045909,cust_01913,2025-07-15,not_as_described,won,68.41
dsp_000345,txn_00045938,cust_01913,2026-02-14,duplicate,won,43.56
dsp_000346,txn_00046038,cust_03895,2025-10-30,fraudulent,lost,47.51
dsp_000347,txn_00046128,cust_04229,2026-03-11,product_not_received,lost,43.62
dsp_000348,txn_00046246,cust_04229,2026-02-26,fraudulent,lost,6.48
dsp_000349,txn_00046418,cust_02235,2025-11-12,duplicate,lost,10.17
dsp_000350,txn_00046550,cust_02228,2026-02-10,not_as_described,lost,281.43
dsp_000351,txn_00046714,cust_03043,2026-03-24,fraudulent,lost,11.61
dsp_000352,txn_00046724,cust_03043,2026-03-30,not_as_described,lost,17.04
dsp_000353,txn_00046768,cust_01074,2026-03-24,duplicate,lost,51.99
