customer_id,business_name,industry,signup_date,plan,mrr,country,employee_size
cust_00030,Business_30,E-commerce,2026-03-10,Growth,99,USA,11-50
cust_00031,Business_31,Retail,2025-11-23,Growth,99,Canada,11-50
cust_00032,Business_32,E-commerce,2026-02-21,Starter,29,Australia,1-10
cust_00033,Business_33,Services,2026-03-07,Pro,299,USA,11-50
cust_00034,Business_34,Services,2025-03-24,Pro,299,Canada,1-10
cust_00035,Business_35,E-commerce,2025-03-15,Growth,99,USA,11-50
cust_00036,Business_36,SaaS,2025-08-29,Growth,99,Germany,1-10
cust_00037,Business_37,SaaS,2026-01-31,Growth,99,India,11-50
cust_00038,Business_38,E-commerce,2026-03-03,Starter,29,UK,51-200
cust_00039,Business_39,SaaS,2025-10-28,Growth,99,USA,1-10
cust_00040,Business_40,SaaS,2026-01-05,Growth,99,USA,1-10
cust_00041,Business_41,E-commerce,2026-02-28,Growth,99,Germany,1-10
cust_00042,Business_42,Services,2025-12-23,Starter,29,UK,1-10
cust_00043,Business_43,E-commerce,2026-03-11,Starter,29,UK,11-50
cust_00044,Business_44,SaaS,2025-05-31,Pro,299,USA,201-1000
cust_00045,Business_45,E-commerce,2026-02-08,Growth,99,Canada,11-50
cust_00046,Business_46,Retail,2025-11-05,Growth,99,USA,51-200
cust_00047,Business_47,SaaS,2026-01-30,Growth,99,USA,51-200
cust_00048,Business_48,E-commerce,2025-12-17,Growth,99,USA,11-50
cust_00049,Business_49,E-commerce,2025-12-11,Pro,299,Germany,51-200
cust_00050,Business_50,Marketplace,2026-02-19,Starter,29,Brazil,51-200
cust_00051,Business_51,Education,2025-03-15,Pro,299,USA,201-1000
cust_00052,Business_52,SaaS,2025-09-17,Growth,99,USA,11-50
cust_00053,Business_53,SaaS,2025-04-13,Pro,299,Brazil,11-50
cust_00054,Business_54,SaaS,2025-06-18,Growth,99,Singapore,51-200
cust_00055,Business_55,Marketplace,2025-11-26,Pro,299,USA,11-50
cust_00056,Business_56,Education,2025-05-14,Starter,29,India,1-10
cust_00057,Business_57,E-commerce,2026-03-04,Growth,99,Germany,11-50
cust_00058,Business_58,E-commerce,2026-02-17,Pro,299,USA,1-10
cust_00059,Business_59,Marketplace,2026-03-10,Pro,299,USA,11-50
cust_00060,Business_60,Services,2026-01-27,Starter,29,UK,1-10
cust_00061,Business_61,SaaS,2026-01-15,Growth,99,Australia,11-50
cust_00062,Business_62,E-commerce,2026-02-06,Growth,99,USA,1-10
cust_00063,Business_63,Marketplace,2025-08-16,Growth,99,India,11-50
cust_00064,Business_64,E-commerce,2026-01-22,Growth,99,Singapore,51-200
cust_00065,Business_65,E-commerce,2026-02-04,Starter,29,Australia,1-10
cust_00066,Business_66,Services,2025-12-12,Pro,299,USA,11-50
cust_00067,Business_67,Services,2026-02-25,Growth,99,Singapore,11-50
cust_00068,Business_68,Marketplace,2025-09-02,Starter,29,USA,11-50
cust_00069,Business_69,Marketplace,2026-03-06,Pro,299,USA,11-50
cust_00070,Business_70,E-commerce,2025-03-15,Growth,99,UK,1-10
cust_00071,Business_71,Retail,2025-09-19,Starter,29,USA,1-10
cust_00072,Business_72,SaaS,2026-02-17,Pro,299,USA,201-1000
cust_00073,Business_73,SaaS,2026-03-15,Growth,99,Brazil,1-10
cust_00074,Business_74,Marketplace,2025-08-25,Growth,99,UK,11-50
cust_00075,Business_75,SaaS,2025-10-19,Starter,29,Germany,1-10
cust_00076,Business_76,Services,2025-10-10,Growth,99,UK,51-200
cust_00077,Business_77,E-commerce,2025-09-19,Starter,29,Germany,1-10
cust_00078,Business_78,Retail,2026-03-06,Pro,299,USA,201-1000
cust_00079,Business_79,E-commerce,2026-01-21,Starter,29,Germany,11-50
cust_00080,Business_80,SaaS,2026-03-01,Pro,299,Australia,11-50
cust_00081,Business_81,Services,2025-07-20,Pro,299,Germany,201-1000
cust_00082,Business_82,E-commerce,2025-11-18,Growth,99,Australia,11-50
cust_00083,Business_83,Retail,2026-01-26,Pro,299,USA,201-1000
cust_00084,Business_84,Retail,2026-03-08,Starter,29,Germany,11-50
cust_00085,Business_85,E-commerce,2026-01-30,Pro,299,USA,51-200
cust_00086,Business_86,Retail,2026-01-27,Starter,29,USA,1-10
cust_00087,Business_87,SaaS,2025-10-10,Pro,299,USA,201-1000
cust_00088,Business_88,Marketplace,2025-11-14,Growth,99,Canada,51-200
cust_00089,Business_89,Non-profit,2025-06-27,Starter,29,USA,51-200
cust_00090,Business_90,Education,2025-12-29,Starter,29,Canada,1-10
cust_00091,Business_91,Retail,2026-02-28,Starter,29,Canada,1-10
cust_00092,Business_92,SaaS,2025-10-17,Growth,99,India,1-10
cust_00093,Business_93,E-commerce,2025-09-25,Pro,299,India,51-200
cust_00094,Business_94,Retail,2025-12-07,Growth,99,USA,11-50
cust_00095,Business_95,Marketplace,2025-09-20,Growth,99,Brazil,11-50
cust_00096,Business_96,Retail,2025-12-24,Starter,29,Canada,1-10
cust_00097,Business_97,SaaS,2025-12-17,Growth,99,Canada,1-10
cust_00098,Business_98,Non-profit,2026-01-08,Growth,99,UK,51-200
cust_00099,Business_99,SaaS,2026-03-12,Growth,99,USA,1-10
cust_00100,Business_100,SaaS,2026-03-02,Growth,99,Canada,11-50
cust_00101,Business_101,SaaS,2026-03-12,Growth,99,Germany,11-50
cust_00102,Business_102,Retail,2025-11-14,Starter,29,Canada,1-10
cust_00103,Business_103,Marketplace,2026-01-29,Growth,99,India,51-200
cust_00104,Business_104,Marketplace,2025-12-20,Growth,99,USA,1-10
cust_00105,Business_105,E-commerce,2025-06-03,Growth,99,USA,51-200
cust_00106,Business_106,SaaS,2026-02-09,Pro,299,India,11-50
cust_00107,Business_107,SaaS,2026-01-11,Growth,99,USA,11-50
cust_00108,Business_108,Retail,2025-09-27,Growth,99,Canada,1-10
cust_00109,Business_109,E-commerce,2026-02-12,Pro,299,USA,51-200
cust_00110,Business_110,E-commerce,2026-03-06,Pro,299,Brazil,51-200
cust_00111,Business_111,Marketplace,2026-02-02,Pro,299,Australia,51-200
cust_00112,Business_112,Services,2026-02-22,Growth,99,Canada,11-50
cust_00113,Business_113,Services,2025-05-01,Growth,99,India,51-200
cust_00114,Business_114,SaaS,2025-08-29,Growth,99,UK,1-10
cust_00115,Business_115,Retail,2025-11-15,Growth,99,USA,11-50
cust_00116,Business_116,E-commerce,2025-07-12,Starter,29,USA,1-10
cust_00117,Business_117,SaaS,2025-09-01,Starter,29,India,1-10
cust_00118,Business_118,Retail,2026-02-19,Starter,29,Canada,1-10
cust_00119,Business_119,SaaS,2025-06-21,Growth,99,Germany,11-50
cust_00120,Business_120,Marketplace,2025-12-12,Pro,299,India,201-1000
cust_00121,Business_121,SaaS,2025-08-30,Starter,29,India,1-10
cust_00122,Business_122,Services,2025-06-17,Pro,299,India,51-200
cust_00123,Business_123,SaaS,2026-01-29,Pro,299,USA,11-50
cust_00124,Business_124,SaaS,2026-03-02,Starter,29,India,1-10
cust_00125,Business_125,SaaS,2026-02-12,Starter,29,USA,1-10
cust_00126,Business_126,Marketplace,2026-01-08,Starter,29,UK,1-10
cust_00127,Business_127,E-commerce,2025-08-23,Growth,99,Canada,1-10
cust_00128,Business_128,E-commerce,2025-07-22,Starter,29,USA,1-10
cust_00129,Business_129,Retail,2026-03-15,Starter,29,Brazil,11-50
cust_00130,Business_130,E-commerce,2025-12-20,Starter,29,Canada,1-10
cust_00131,Business_131,Healthcare,2026-01-10,Starter,29,Brazil,1-10
cust_00132,Business_132,Marketplace,2026-02-13,Pro,299,USA,201-1000
cust_00133,Business_133,E-commerce,2026-02-28,Starter,29,UK,1-10
cust_00134,Business_134,Marketplace,2026-01-25,Growth,99,India,11-50
cust_00135,Business_135,E-commerce,2025-04-06,Growth,99,USA,11-50
cust_00136,Business_136,Retail,2026-01-28,Pro,299,USA,11-50
cust_00137,Business_137,SaaS,2025-12-18,Pro,299,USA,201-1000
cust_00138,Business_138,Retail,2025-10-21,Starter,29,UK,1-10
cust_00139,Business_139,E-commerce,2026-01-20,Growth,99,UK,51-200
cust_00140,Business_140,E-commerce,2025-03-15,Pro,299,USA,51-200
cust_00141,Business_141,SaaS,2025-03-15,Growth,99,USA,11-50
cust_00142,Business_142,Services,2026-02-09,Pro,299,Australia,11-50
cust_00143,Business_143,Marketplace,2025-12-23,Pro,299,Canada,51-200
cust_00144,Business_144,Retail,2026-02-01,Pro,299,Brazil,11-50
cust_00145,Business_145,SaaS,2026-02-03,Growth,99,India,11-50
cust_00146,Business_146,E-commerce,2026-03-11,Pro,299,USA,201-1000
cust_00147,Business_147,Services,2025-11-23,Starter,29,UK,1-10
cust_00148,Business_148,SaaS,2025-12-22,Starter,29,USA,11-50
cust_00149,Business_149,E-commerce,2026-03-09,Growth,99,Germany,11-50
cust_00150,Business_150,Retail,2026-02-04,Starter,29,Australia,1-10
cust_00151,Business_151,E-commerce,2025-06-02,Growth,99,India,11-50
cust_00152,Business_152,Marketplace,2026-02-11,Pro,299,Brazil,51-200
cust_00153,Business_153,E-commerce,2026-02-25,Starter,29,USA,1-10
cust_00154,Business_154,Marketplace,2025-12-25,Growth,99,Canada,11-50
cust_00155,Business_155,Retail,2025-03-15,Starter,29,USA,11-50
cust_00156,Business_156,E-commerce,2026-02-10,Starter,29,USA,1-10
cust_00157,Business_157,SaaS,2025-11-02,Pro,299,USA,11-50
cust_00158,Business_158,SaaS,2025-09-24,Pro,299,Canada,201-1000
cust_00159,Business_159,E-commerce,2026-02-11,Starter,29,USA,1-10
cust_00160,Business_160,E-commerce,2025-10-10,Starter,29,USA,1-10
cust_00161,Business_161,Education,2026-01-19,Starter,29,USA,1-10
cust_00162,Business_162,Services,2025-11-15,Growth,99,UK,51-200
cust_00163,Business_163,SaaS,2025-11-15,Growth,99,USA,1-10
cust_00164,Business_164,Non-profit,2025-12-13,Starter,29,Canada,11-50
cust_00165,Business_165,E-commerce,2026-03-04,Growth,99,USA,1-10
cust_00166,Business_166,Marketplace,2025-08-11,Growth,99,USA,51-200
cust_00167,Business_167,Retail,2026-01-28,Growth,99,USA,11-50
cust_00168,Business_168,SaaS,2026-02-19,Growth,99,Germany,11-50
cust_00169,Business_169,Healthcare,2026-03-11,Starter,29,UK,1-10
cust_00170,Business_170,Retail,2025-11-28,Pro,299,USA,11-50
cust_00171,Business_171,Marketplace,2025-10-31,Starter,29,USA,1-10
cust_00172,Business_172,E-commerce,2026-03-13,Growth,99,USA,11-50
cust_00173,Business_173,E-commerce,2025-12-19,Growth,99,Canada,11-50
cust_00174,Business_174,Marketplace,2026-02-13,Pro,299,UK,51-200
cust_00175,Business_175,Marketplace,2025-11-11,Pro,299,Canada,51-200
cust_00176,Business_176,Marketplace,2026-02-21,Pro,299,USA,201-1000
cust_00177,Business_177,E-commerce,2025-10-26,Starter,29,UK,11-50
cust_00178,Business_178,E-commerce,2026-01-16,Starter,29,India,1-10
cust_00179,Business_179,Non-profit,2025-04-18,Starter,29,USA,1-10
cust_00180,Business_180,E-commerce,2026-02-26,Growth,99,USA,11-50
cust_00181,Business_181,E-commerce,2026-01-24,Pro,299,UK,201-1000
cust_00182,Business_182,Education,2026-03-01,Pro,299,USA,51-200
cust_00183,Business_183,E-commerce,2025-05-09,Growth,99,UK,11-50
cust_00184,Business_184,Services,2025-07-07,Starter,29,UK,1-10
cust_00185,Business_185,SaaS,2026-02-08,Starter,29,USA,1-10
cust_00186,Business_186,Marketplace,2025-11-06,Pro,299,India,11-50
cust_00187,Business_187,E-commerce,2025-08-24,Pro,299,UK,201-1000
cust_00188,Business_188,SaaS,2025-12-08,Growth,99,Singapore,11-50
cust_00189,Business_189,SaaS,2025-12-15,Growth,99,UK,51-200
cust_00190,Business_190,SaaS,2026-02-10,Growth,99,USA,1-10
cust_00191,Business_191,Retail,2026-03-04,Growth,99,USA,11-50
cust_00192,Business_192,SaaS,2025-06-15,Pro,299,India,51-200
cust_00193,Business_193,E-commerce,2025-06-12,Pro,299,USA,51-200
cust_00194,Business_194,E-commerce,2025-11-15,Growth,99,USA,11-50
cust_00195,Business_195,Healthcare,2026-01-25,Pro,299,USA,51-200
cust_00196,Business_196,Services,2026-01-23,Growth,99,Canada,11-50
cust_00197,Business_197,E-commerce,2025-10-11,Pro,299,USA,201-1000
cust_00198,Business_198,Marketplace,2025-06-16,Growth,99,Canada,51-200
cust_00199,Business_199,Services,2025-06-27,Pro,299,Brazil,11-50
cust_00200,Business_200,SaaS,2025-09-15,Pro,299,Brazil,51-200
cust_00201,Business_201,E-commerce,2025-11-12,Starter,29,Singapore,1-10
cust_00202,Business_202,SaaS,2026-03-05,Starter,29,USA,1-10
cust_00203,Business_203,Marketplace,2026-02-22,Growth,99,USA,11-50
cust_00204,Business_204,E-commerce,2025-06-14,Growth,99,USA,11-50
cust_00205,Business_205,Retail,2025-11-24,Starter,29,India,11-50
cust_00206,Business_206,Retail,2026-03-14,Starter,29,Brazil,1-10
cust_00207,Business_207,Healthcare,2026-03-03,Growth,99,Canada,1-10
cust_00208,Business_208,Marketplace,2025-11-05,Pro,299,Canada,201-1000
cust_00209,Business_209,SaaS,2026-03-15,Growth,99,Canada,11-50
cust_00210,Business_210,Marketplace,2026-02-22,Starter,29,Australia,1-10
cust_00211,Business_211,SaaS,2025-12-10,Pro,299,Germany,51-200
cust_00212,Business_212,Services,2025-10-25,Pro,299,USA,11-50
cust_00213,Business_213,Retail,2025-11-09,Growth,99,USA,51-200
cust_00214,Business_214,E-commerce,2026-02-13,Growth,99,Singapore,51-200
cust_00215,Business_215,Retail,2025-10-17,Growth,99,UK,1-10
cust_00216,Business_216,Services,2026-02-11,Growth,99,Germany,11-50
cust_00217,Business_217,E-commerce,2026-01-27,Growth,99,USA,1-10
cust_00218,Business_218,E-commerce,2025-10-02,Growth,99,Brazil,11-50
cust_00219,Business_219,E-commerce,2025-11-10,Starter,29,UK,11-50
cust_00220,Business_220,E-commerce,2025-07-31,Pro,299,Canada,11-50
cust_00221,Business_221,E-commerce,2025-11-07,Starter,29,Brazil,1-10
cust_00222,Business_222,Services,2025-12-05,Growth,99,Canada,1-10
cust_00223,Business_223,SaaS,2026-03-04,Growth,99,Canada,11-50
cust_00224,Business_224,E-commerce,2026-01-19,Pro,299,USA,11-50
cust_00225,Business_225,SaaS,2026-02-07,Growth,99,UK,11-50
cust_00226,Business_226,Healthcare,2026-02-10,Starter,29,UK,51-200
cust_00227,Business_227,E-commerce,2025-03-15,Growth,99,India,11-50
cust_00228,Business_228,E-commerce,2026-01-15,Growth,99,Germany,11-50
cust_00229,Business_229,E-commerce,2025-06-21,Growth,99,USA,11-50
cust_00230,Business_230,Marketplace,2025-11-16,Pro,299,India,51-200
cust_00231,Business_231,Marketplace,2025-09-06,Pro,299,Germany,51-200
cust_00232,Business_232,Marketplace,2025-12-22,Growth,99,UK,11-50
cust_00233,Business_233,Retail,2025-12-02,Starter,29,India,1-10
cust_00234,Business_234,E-commerce,2025-12-24,Starter,29,Singapore,1-10
cust_00235,Business_235,SaaS,2026-02-17,Pro,299,USA,201-1000
cust_00236,Business_236,Services,2025-10-13,Growth,99,India,51-200
cust_00237,Business_237,SaaS,2026-02-04,Starter,29,USA,51-200
cust_00238,Business_238,Education,2026-03-13,Growth,99,Singapore,11-50
cust_00239,Business_239,Education,2025-11-11,Growth,99,Brazil,11-50
cust_00240,Business_240,E-commerce,2026-02-20,Growth,99,India,11-50
cust_00241,Business_241,Marketplace,2025-04-11,Growth,99,Australia,51-200
cust_00242,Business_242,E-commerce,2025-03-15,Starter,29,Germany,1-10
cust_00243,Business_243,Marketplace,2025-05-24,Pro,299,USA,11-50
cust_00244,Business_244,Services,2026-01-19,Pro,299,Canada,11-50
cust_00245,Business_245,E-commerce,2026-03-14,Pro,299,Canada,11-50
cust_00246,Business_246,E-commerce,2025-05-03,Pro,299,Canada,11-50
cust_00247,Business_247,Marketplace,2026-01-07,Pro,299,Canada,201-1000
cust_00248,Business_248,Retail,2025-03-15,Starter,29,USA,1-10
cust_00249,Business_249,SaaS,2025-03-15,Growth,99,USA,51-200
cust_00250,Business_250,SaaS,2025-07-28,Growth,99,Germany,51-200
cust_00251,Business_251,E-commerce,2026-02-02,Growth,99,Singapore,11-50
cust_00252,Business_252,SaaS,2026-01-16,Growth,99,USA,1-10
cust_00253,Business_253,Services,2025-07-30,Growth,99,UK,11-50
cust_00254,Business_254,Marketplace,2026-01-29,Starter,29,USA,11-50
cust_00255,Business_255,E-commerce,2026-02-21,Growth,99,India,1-10
cust_00256,Business_256,E-commerce,2025-12-08,Starter,29,USA,11-50
cust_00257,Business_257,E-commerce,2025-04-19,Pro,299,Germany,1-10
cust_00258,Business_258,E-commerce,2025-10-24,Starter,29,USA,1-10
cust_00259,Business_259,Marketplace,2025-12-04,Starter,29,Brazil,1-10
cust_00260,Business_260,E-commerce,2026-03-03,Starter,29,USA,1-10
cust_00261,Business_261,Retail,2025-11-21,Growth,99,Canada,11-50
cust_00262,Business_262,Retail,2025-03-15,Growth,99,Canada,1-10
cust_00263,Business_263,Non-profit,2026-02-25,Starter,29,Germany,11-50
cust_00264,Business_264,SaaS,2025-12-18,Growth,99,USA,51-200
cust_00265,Business_265,SaaS,2025-07-07,Growth,99,Canada,11-50
cust_00266,Business_266,Services,2025-10-04,Starter,29,UK,1-10
cust_00267,Business_267,E-commerce,2025-10-23,Starter,29,Canada,1-10
cust_00268,Business_268,SaaS,2025-10-21,Pro,299,Canada,51-200
cust_00269,Business_269,Marketplace,2026-01-21,Starter,29,Germany,11-50
cust_00270,Business_270,Marketplace,2026-02-02,Pro,299,USA,51-200
cust_00271,Business_271,SaaS,2025-08-29,Growth,99,Canada,11-50
cust_00272,Business_272,SaaS,2025-08-28,Starter,29,UK,1-10
cust_00273,Business_273,SaaS,2025-07-16,Starter,29,USA,11-50
cust_00274,Business_274,Services,2025-05-26,Starter,29,India,1-10
cust_00275,Business_275,Retail,2025-12-20,Growth,99,UK,11-50
cust_00276,Business_276,SaaS,2025-12-22,Starter,29,UK,1-10
cust_00277,Business_277,Retail,2025-09-04,Pro,299,Australia,51-200
cust_00278,Business_278,Marketplace,2025-11-10,Growth,99,USA,11-50
cust_00279,Business_279,Marketplace,2025-10-21,Growth,99,Brazil,1-10
cust_00280,Business_280,SaaS,2025-09-06,Pro,299,Brazil,51-200
cust_00281,Business_281,Services,2025-06-24,Pro,299,UK,201-1000
cust_00282,Business_282,Marketplace,2026-01-25,Starter,29,Brazil,11-50
cust_00283,Business_283,E-commerce,2026-01-18,Starter,29,USA,11-50
cust_00284,Business_284,SaaS,2026-03-04,Starter,29,UK,11-50
cust_00285,Business_285,SaaS,2025-12-02,Starter,29,USA,1-10
cust_00286,Business_286,Retail,2026-03-11,Starter,29,USA,1-10
cust_00287,Business_287,SaaS,2025-12-30,Pro,299,UK,51-200
cust_00288,Business_288,E-commerce,2025-12-12,Starter,29,UK,1-10
cust_00289,Business_289,Marketplace,2026-02-03,Growth,99,Canada,11-50
cust_00290,Business_290,SaaS,2025-11-28,Growth,99,USA,11-50
cust_00291,Business_291,SaaS,2026-03-12,Growth,99,Canada,11-50
cust_00292,Business_292,Marketplace,2026-03-11,Starter,29,UK,1-10
cust_00293,Business_293,E-commerce,2025-08-20,Starter,29,USA,1-10
cust_00294,Business_294,E-commerce,2026-01-21,Starter,29,India,1-10
cust_00295,Business_295,E-commerce,2026-02-27,Starter,29,Canada,11-50
cust_00296,Business_296,Services,2025-12-17,Pro,299,Germany,1-10
cust_00297,Business_297,E-commerce,2025-09-20,Starter,29,Germany,11-50
cust_00298,Business_298,Marketplace,2026-02-14,Growth,99,Canada,11-50
cust_00299,Business_299,E-commerce,2025-11-18,Starter,29,Brazil,1-10
cust_00300,Business_300,Marketplace,2026-03-05,Pro,299,USA,201-1000
cust_00301,Business_301,Services,2026-03-09,Starter,29,Canada,1-10
cust_00302,Business_302,SaaS,2025-12-15,Growth,99,USA,11-50
cust_00303,Business_303,E-commerce,2025-12-12,Growth,99,Canada,1-10
cust_00304,Business_304,Services,2025-11-14,Starter,29,Brazil,11-50
cust_00305,Business_305,Retail,2025-10-11,Starter,29,USA,1-10
cust_00306,Business_306,Marketplace,2025-03-15,Pro,299,USA,51-200
cust_00307,Business_307,Retail,2025-12-18,Growth,99,India,11-50
cust_00308,Business_308,SaaS,2026-01-28,Pro,299,UK,51-200
cust_00309,Business_309,Marketplace,2025-09-06,Pro,299,USA,51-200
cust_00310,Business_310,E-commerce,2026-02-06,Growth,99,USA,11-50
cust_00311,Business_311,E-commerce,2026-01-05,Growth,99,Canada,11-50
cust_00312,Business_312,E-commerce,2026-03-06,Pro,299,Germany,1-10
cust_00313,Business_313,Services,2026-03-12,Growth,99,Canada,11-50
cust_00314,Business_314,Marketplace,2025-03-15,Pro,299,Canada,201-1000
cust_00315,Business_315,Retail,2025-08-11,Growth,99,Canada,11-50
cust_00316,Business_316,E-commerce,2025-10-24,Starter,29,Germany,1-10
cust_00317,Business_317,SaaS,2026-01-11,Pro,299,USA,51-200
cust_00318,Business_318,E-commerce,2026-02-21,Growth,99,Canada,11-50
cust_00319,Business_319,E-commerce,2026-02-23,Starter,29,Canada,1-10
cust_00320,Business_320,SaaS,2026-02-09,Growth,99,UK,11-50
cust_00321,Business_321,E-commerce,2025-12-10,Starter,29,USA,1-10
cust_00322,Business_322,Retail,2025-10-16,Growth,99,Germany,51-200
cust_00323,Business_323,SaaS,2025-11-06,Growth,99,USA,1-10
cust_00324,Business_324,Education,2026-02-04,Growth,99,UK,11-50
cust_00325,Business_325,Non-profit,2025-03-15,Starter,29,Brazil,1-10
cust_00326,Business_326,Retail,2025-10-06,Growth,99,India,51-200
cust_00327,Business_327,Marketplace,2025-12-09,Growth,99,Canada,11-50
cust_00328,Business_328,SaaS,2025-11-22,Growth,99,USA,1-10
cust_00329,Business_329,Non-profit,2026-01-09,Starter,29,USA,1-10
cust_00330,Business_330,E-commerce,2026-02-09,Pro,299,Brazil,11-50
cust_00331,Business_331,Services,2026-01-22,Pro,299,USA,1-10
cust_00332,Business_332,Retail,2025-09-26,Starter,29,USA,1-10
cust_00333,Business_333,Services,2026-03-14,Growth,99,USA,51-200
cust_00334,Business_334,SaaS,2026-03-01,Growth,99,USA,11-50
cust_00335,Business_335,SaaS,2026-03-10,Growth,99,Canada,11-50
cust_00336,Business_336,SaaS,2026-03-11,Growth,99,Canada,51-200
cust_00337,Business_337,Services,2025-07-26,Starter,29,Singapore,11-50
cust_00338,Business_338,SaaS,2025-10-21,Growth,99,Canada,11-50
cust_00339,Business_339,Education,2025-12-28,Growth,99,USA,51-200
cust_00340,Business_340,E-commerce,2026-03-03,Growth,99,UK,51-200
cust_00341,Business_341,E-commerce,2025-12-24,Pro,299,USA,201-1000
cust_00342,Business_342,Retail,2025-12-29,Starter,29,USA,11-50
cust_00343,Business_343,SaaS,2026-02-21,Pro,299,Canada,11-50
cust_00344,Business_344,SaaS,2026-01-06,Starter,29,Canada,1-10
cust_00345,Business_345,E-commerce,2026-01-13,Pro,299,USA,11-50
cust_00346,Business_346,Non-profit,2025-11-21,Growth,99,Brazil,11-50
cust_00347,Business_347,E-commerce,2025-11-15,Starter,29,India,11-50
cust_00348,Business_348,E-commerce,2026-03-10,Growth,99,USA,11-50
cust_00349,Business_349,E-commerce,2026-01-18,Starter,29,Canada,11-50
cust_00350,Business_350,Retail,2025-11-18,Growth,99,USA,1-10
cust_00351,Business_351,SaaS,2025-12-22,Starter,29,Brazil,1-10
cust_00352,Business_352,SaaS,2025-07-26,Starter,29,UK,11-50
cust_00353,Business_353,E-commerce,2025-11-07,Growth,99,USA,1-10
cust_00354,Business_354,SaaS,2026-02-22,Pro,299,Canada,11-50
cust_00355,Business_355,Marketplace,2026-03-07,Starter,29,USA,51-200
cust_00356,Business_356,SaaS,2025-11-12,Growth,99,UK,51-200
cust_00357,Business_357,SaaS,2026-03-12,Growth,99,Singapore,11-50
cust_00358,Business_358,E-commerce,2025-11-30,Starter,29,USA,11-50
cust_00359,Business_359,Retail,2025-04-11,Growth,99,India,11-50
cust_00360,Business_360,SaaS,2025-12-03,Starter,29,Brazil,1-10
cust_00361,Business_361,E-commerce,2026-01-16,Growth,99,India,11-50
cust_00362,Business_362,Marketplace,2025-11-12,Pro,299,Brazil,1-10
cust_00363,Business_363,SaaS,2026-01-01,Growth,99,USA,1-10
cust_00364,Business_364,E-commerce,2025-12-11,Pro,299,Singapore,51-200
cust_00365,Business_365,SaaS,2025-04-09,Growth,99,USA,11-50
cust_00366,Business_366,SaaS,2026-01-16,Pro,299,USA,201-1000
cust_00367,Business_367,E-commerce,2025-03-15,Starter,29,India,11-50
cust_00368,Business_368,Services,2025-06-06,Starter,29,Canada,51-200
cust_00369,Business_369,SaaS,2026-02-17,Pro,299,Brazil,51-200
cust_00370,Business_370,Retail,2026-03-07,Starter,29,Brazil,1-10
cust_00371,Business_371,SaaS,2026-03-03,Growth,99,UK,1-10
cust_00372,Business_372,SaaS,2026-03-13,Pro,299,India,51-200
cust_00373,Business_373,SaaS,2026-03-04,Starter,29,USA,11-50
cust_00374,Business_374,Healthcare,2025-10-29,Starter,29,Australia,51-200
cust_00375,Business_375,E-commerce,2026-03-07,Growth,99,Brazil,11-50
cust_00376,Business_376,Marketplace,2026-01-28,Pro,299,UK,11-50
cust_00377,Business_377,Retail,2025-08-04,Starter,29,Brazil,1-10
cust_00378,Business_378,SaaS,2026-03-13,Growth,99,UK,11-50
cust_00379,Business_379,Marketplace,2025-08-25,Pro,299,India,11-50
cust_00380,Business_380,Marketplace,2026-02-04,Growth,99,UK,11-50
cust_00381,Business_381,E-commerce,2026-02-28,Starter,29,Canada,11-50
