ticket_id,customer_id,created_at,resolved_at,category,priority,satisfaction_score
tkt_000087,cust_00057,2026-03-15 00:00:00,2026-03-15 18:00:00,account_setup,high,3
tkt_000088,cust_00059,2026-03-15 00:00:00,2026-03-15 18:00:00,integration_help,medium,5
tkt_000089,cust_00061,2026-02-28 00:00:00,2026-02-28 19:00:00,integration_help,high,3
tkt_000090,cust_00064,2026-01-23 00:00:00,2026-01-23 05:00:00,integration_help,high,2
tkt_000091,cust_00064,2026-03-11 00:00:00,2026-03-17 00:00:00,billing_question,low,5
tkt_000092,cust_00064,2026-02-15 00:00:00,2026-02-16 03:00:00,fraud_alert,medium,4
tkt_000093,cust_00065,2026-03-06 00:00:00,2026-03-06 14:00:00,payment_failure,high,5
tkt_000094,cust_00072,2026-02-20 00:00:00,2026-02-22 17:00:00,account_setup,medium,3
tkt_000095,cust_00074,2026-02-23 00:00:00,2026-03-01 15:00:00,refund_request,low,4
tkt_000096,cust_00074,2026-01-22 00:00:00,2026-01-22 04:00:00,fraud_alert,high,3
tkt_000097,cust_00075,2025-12-06 00:00:00,2025-12-08 17:00:00,refund_request,medium,5
tkt_000098,cust_00075,2025-12-02 00:00:00,2025-12-03 04:00:00,billing_question,low,5
tkt_000099,cust_00077,2025-12-09 00:00:00,2025-12-09 06:00:00,billing_question,high,3
tkt_000100,cust_00078,2026-03-11 00:00:00,2026-03-11 09:00:00,refund_request,high,1
tkt_000101,cust_00079,2026-01-23 00:00:00,2026-01-23 21:00:00,billing_question,medium,4
tkt_000102,cust_00079,2026-03-03 00:00:00,2026-03-03 06:00:00,refund_request,urgent,2
tkt_000103,cust_00080,2026-03-09 00:00:00,2026-03-11 21:00:00,payment_failure,low,3
tkt_000104,cust_00081,2026-01-15 00:00:00,2026-01-20 08:00:00,refund_request,low,5
tkt_000105,cust_00081,2025-12-03 00:00:00,2025-12-04 02:00:00,billing_question,medium,5
tkt_000106,cust_00081,2025-09-19 00:00:00,2025-09-21 05:00:00,billing_question,medium,4
tkt_000107,cust_00081,2025-08-21 00:00:00,2025-08-21 16:00:00,api_error,medium,5
tkt_000108,cust_00081,2026-01-29 00:00:00,2026-01-29 04:00:00,refund_request,urgent,3
tkt_000109,cust_00081,2026-01-07 00:00:00,2026-01-09 11:00:00,refund_request,medium,4
tkt_000110,cust_00083,2026-01-28 00:00:00,2026-01-28 05:00:00,payment_failure,urgent,3
tkt_000111,cust_00083,2026-01-28 00:00:00,2026-01-30 15:00:00,payment_failure,medium,4
tkt_000112,cust_00083,2026-02-02 00:00:00,2026-02-06 19:00:00,integration_help,low,4
tkt_000113,cust_00083,2026-02-22 00:00:00,2026-02-22 04:00:00,payment_failure,urgent,3
tkt_000114,cust_00084,2026-03-14 00:00:00,2026-03-16 20:00:00,integration_help,low,4
tkt_000115,cust_00085,2026-02-13 00:00:00,2026-02-15 21:00:00,billing_question,medium,4
tkt_000116,cust_00086,2026-03-11 00:00:00,2026-03-16 06:00:00,fraud_alert,low,3
tkt_000117,cust_00086,2026-03-01 00:00:00,2026-03-01 04:00:00,refund_request,urgent,3
tkt_000118,cust_00086,2026-02-27 00:00:00,2026-03-05 17:00:00,integration_help,low,1
tkt_000119,cust_00086,2026-02-04 00:00:00,2026-02-06 11:00:00,payment_failure,medium,4
tkt_000120,cust_00086,2026-03-07 00:00:00,2026-03-09 11:00:00,billing_question,low,5
tkt_000121,cust_00087,2025-10-20 00:00:00,2025-10-22 07:00:00,integration_help,medium,4
tkt_000122,cust_00088,2025-11-19 00:00:00,2025-11-21 21:00:00,integration_help,medium,3
tkt_000123,cust_00088,2026-03-03 00:00:00,2026-03-08 14:00:00,integration_help,low,5
tkt_000124,cust_00089,2025-07-19 00:00:00,2025-07-19 04:00:00,refund_request,high,4
tkt_000125,cust_00089,2025-11-16 00:00:00,2025-11-16 07:00:00,integration_help,high,4
tkt_000126,cust_00089,2026-01-23 00:00:00,2026-01-23 06:00:00,fraud_alert,high,3
tkt_000127,cust_00090,2026-02-02 00:00:00,2026-02-02 04:00:00,refund_request,urgent,2
tkt_000128,cust_00090,2026-01-06 00:00:00,2026-01-06 20:00:00,payment_failure,high,3
tkt_000129,cust_00091,2026-03-12 00:00:00,2026-03-13 00:00:00,integration_help,low,1
tkt_000130,cust_00093,2026-01-19 00:00:00,2026-01-19 20:00:00,payment_failure,high,1
tkt_000131,cust_00093,2026-03-08 00:00:00,2026-03-10 03:00:00,refund_request,medium,2
tkt_000132,cust_00093,2025-12-11 00:00:00,2025-12-11 06:00:00,payment_failure,high,2
tkt_000133,cust_00094,2026-02-07 00:00:00,2026-02-09 22:00:00,payment_failure,medium,2
tkt_000134,cust_00096,2026-02-19 00:00:00,2026-02-19 07:00:00,api_error,high,4
tkt_000135,cust_00097,2025-12-29 00:00:00,2026-01-02 17:00:00,api_error,low,4
tkt_000136,cust_00097,2026-01-10 00:00:00,2026-01-10 19:00:00,payment_failure,high,3
tkt_000137,cust_00097,2026-02-26 00:00:00,2026-02-27 16:00:00,payment_failure,medium,3
tkt_000138,cust_00097,2026-01-29 00:00:00,2026-01-30 15:00:00,refund_request,medium,4
tkt_000139,cust_00100,2026-03-12 00:00:00,2026-03-12 02:00:00,payment_failure,urgent,4
tkt_000140,cust_00100,2026-03-06 00:00:00,2026-03-06 18:00:00,payout_delay,high,3
tkt_000141,cust_00102,2026-01-07 00:00:00,2026-01-07 06:00:00,payment_failure,high,3
tkt_000142,cust_00102,2025-11-29 00:00:00,2025-11-30 20:00:00,payment_failure,low,2
tkt_000143,cust_00103,2026-02-11 00:00:00,2026-02-12 19:00:00,integration_help,medium,4
tkt_000144,cust_00103,2026-03-14 00:00:00,2026-03-14 12:00:00,refund_request,medium,3
tkt_000145,cust_00104,2025-12-30 00:00:00,2026-01-01 09:00:00,payment_failure,medium,2
tkt_000146,cust_00104,2026-02-12 00:00:00,2026-02-13 13:00:00,payment_failure,low,2
tkt_000147,cust_00107,2026-03-09 00:00:00,2026-03-11 11:00:00,payment_failure,medium,4
tkt_000148,cust_00109,2026-02-14 00:00:00,2026-02-14 21:00:00,payment_failure,high,3
tkt_000149,cust_00110,2026-03-10 00:00:00,2026-03-12 23:00:00,integration_help,low,2
tkt_000150,cust_00111,2026-02-26 00:00:00,2026-03-04 16:00:00,refund_request,low,4
tkt_000151,cust_00111,2026-03-07 00:00:00,2026-03-07 14:00:00,billing_question,high,2
tkt_000152,cust_00111,2026-02-23 00:00:00,2026-02-23 07:00:00,payout_delay,urgent,3
tkt_000153,cust_00112,2026-03-10 00:00:00,2026-03-11 14:00:00,payment_failure,medium,5
tkt_000154,cust_00112,2026-02-23 00:00:00,2026-02-23 08:00:00,fraud_alert,high,3
tkt_000155,cust_00112,2026-03-13 00:00:00,2026-03-13 17:00:00,integration_help,high,4
tkt_000156,cust_00112,2026-03-11 00:00:00,2026-03-12 11:00:00,refund_request,medium,5
tkt_000157,cust_00112,2026-02-24 00:00:00,2026-02-24 17:00:00,payment_failure,high,1
tkt_000158,cust_00115,2025-12-03 00:00:00,2025-12-03 23:00:00,fraud_alert,high,4
tkt_000159,cust_00117,2025-11-17 00:00:00,2025-11-18 22:00:00,refund_request,medium,4
tkt_000160,cust_00121,2025-09-20 00:00:00,2025-09-20 19:00:00,billing_question,high,5
tkt_000161,cust_00125,2026-03-13 00:00:00,2026-03-13 13:00:00,payment_failure,medium,5
tkt_000162,cust_00126,2026-02-12 00:00:00,2026-02-13 22:00:00,payment_failure,low,1
tkt_000163,cust_00126,2026-02-02 00:00:00,2026-02-03 20:00:00,payout_delay,low,1
tkt_000164,cust_00126,2026-03-06 00:00:00,2026-03-08 18:00:00,refund_request,medium,4
tkt_000165,cust_00127,2026-02-19 00:00:00,2026-02-21 17:00:00,payment_failure,medium,3
tkt_000166,cust_00127,2026-03-06 00:00:00,2026-03-07 09:00:00,payment_failure,medium,3
tkt_000167,cust_00128,2025-11-08 00:00:00,2025-11-08 11:00:00,fraud_alert,high,3
tkt_000168,cust_00128,2026-01-20 00:00:00,2026-01-20 16:00:00,refund_request,high,1
tkt_000169,cust_00132,2026-03-02 00:00:00,2026-03-03 10:00:00,payment_failure,low,4
tkt_000170,cust_00132,2026-02-21 00:00:00,2026-02-21 01:00:00,payment_failure,urgent,4
tkt_000171,cust_00134,2026-02-07 00:00:00,2026-02-07 11:00:00,payment_failure,high,1
tkt_000172,cust_00135,2025-07-30 00:00:00,2025-08-01 09:00:00,billing_question,medium,4
tkt_000173,cust_00139,2026-02-26 00:00:00,2026-02-27 00:00:00,integration_help,medium,2
tkt_000174,cust_00140,2025-11-08 00:00:00,2025-11-08 11:00:00,payment_failure,high,5
tkt_000175,cust_00140,2025-07-11 00:00:00,2025-07-14 06:00:00,billing_question,low,3
tkt_000176,cust_00140,2026-02-13 00:00:00,2026-02-19 14:00:00,refund_request,low,3
tkt_000177,cust_00140,2025-05-03 00:00:00,2025-05-04 17:00:00,api_error,medium,5
tkt_000178,cust_00140,2025-04-27 00:00:00,2025-04-28 10:00:00,integration_help,medium,4
tkt_000179,cust_00141,2025-05-11 00:00:00,2025-05-14 17:00:00,api_error,low,4
tkt_000180,cust_00142,2026-03-09 00:00:00,2026-03-12 00:00:00,integration_help,medium,5
tkt_000181,cust_00142,2026-02-25 00:00:00,2026-02-25 08:00:00,payment_failure,high,2
tkt_000182,cust_00144,2026-02-19 00:00:00,2026-02-23 13:00:00,payment_failure,low,4
tkt_000183,cust_00144,2026-02-15 00:00:00,2026-02-16 07:00:00,integration_help,medium,5
tkt_000184,cust_00144,2026-03-07 00:00:00,2026-03-07 19:00:00,integration_help,high,4
tkt_000185,cust_00144,2026-02-03 00:00:00,2026-02-05 11:00:00,payment_failure,medium,2
tkt_000186,cust_00145,2026-03-07 00:00:00,2026-03-09 18:00:00,account_setup,medium,5
tkt_000187,cust_00147,2025-11-29 00:00:00,2025-11-29 19:00:00,payment_failure,high,3
tkt_000188,cust_00147,2026-03-05 00:00:00,2026-03-05 13:00:00,billing_question,medium,4
tkt_000189,cust_00147,2025-12-26 00:00:00,2025-12-26 08:00:00,payment_failure,urgent,4
tkt_000190,cust_00147,2026-02-07 00:00:00,2026-02-07 13:00:00,refund_request,high,3
tkt_000191,cust_00148,2026-01-19 00:00:00,2026-01-20 14:00:00,payment_failure,low,2
tkt_000192,cust_00150,2026-02-19 00:00:00,2026-02-24 13:00:00,payment_failure,low,4
tkt_000193,cust_00150,2026-03-08 00:00:00,2026-03-09 02:00:00,account_setup,low,4
tkt_000194,cust_00151,2025-10-31 00:00:00,2025-11-01 23:00:00,billing_question,medium,4
tkt_000195,cust_00154,2026-01-07 00:00:00,2026-01-07 05:00:00,refund_request,high,4
tkt_000196,cust_00155,2025-07-28 00:00:00,2025-07-28 18:00:00,integration_help,high,3
tkt_000197,cust_00155,2025-08-29 00:00:00,2025-08-29 08:00:00,payment_failure,high,1
tkt_000198,cust_00155,2025-05-15 00:00:00,2025-05-15 04:00:00,payment_failure,urgent,4
tkt_000199,cust_00155,2025-09-30 00:00:00,2025-09-30 07:00:00,payment_failure,high,4
tkt_000200,cust_00155,2025-11-05 00:00:00,2025-11-05 05:00:00,refund_request,urgent,3
tkt_000201,cust_00155,2025-05-07 00:00:00,2025-05-07 20:00:00,refund_request,high,1
tkt_000202,cust_00156,2026-02-24 00:00:00,2026-02-26 16:00:00,payment_failure,medium,2
tkt_000203,cust_00156,2026-03-08 00:00:00,2026-03-08 22:00:00,account_setup,high,2
tkt_000204,cust_00157,2026-03-09 00:00:00,2026-03-09 19:00:00,account_setup,high,2
tkt_000205,cust_00157,2025-12-17 00:00:00,2025-12-21 23:00:00,billing_question,low,5
tkt_000206,cust_00158,2025-10-26 00:00:00,2025-10-27 11:00:00,billing_question,medium,3
tkt_000207,cust_00158,2026-01-22 00:00:00,2026-01-26 04:00:00,billing_question,low,5
tkt_000208,cust_00158,2026-01-07 00:00:00,2026-01-07 22:00:00,payment_failure,high,3
tkt_000209,cust_00158,2025-11-18 00:00:00,2025-11-19 17:00:00,fraud_alert,medium,4
tkt_000210,cust_00159,2026-03-04 00:00:00,2026-03-04 23:00:00,billing_question,high,2
tkt_000211,cust_00159,2026-03-01 00:00:00,2026-03-03 04:00:00,refund_request,medium,4
tkt_000212,cust_00159,2026-03-12 00:00:00,2026-03-14 06:00:00,payment_failure,low,4
tkt_000213,cust_00159,2026-03-15 00:00:00,2026-03-15 09:00:00,billing_question,high,2
tkt_000214,cust_00159,2026-02-16 00:00:00,2026-02-20 19:00:00,refund_request,low,3
tkt_000215,cust_00160,2026-03-12 00:00:00,2026-03-15 06:00:00,payment_failure,low,4
tkt_000216,cust_00160,2026-01-21 00:00:00,2026-01-21 19:00:00,payment_failure,high,3
tkt_000217,cust_00160,2025-10-21 00:00:00,2025-10-23 05:00:00,refund_request,low,3
tkt_000218,cust_00160,2026-03-09 00:00:00,2026-03-09 06:00:00,billing_question,urgent,2
tkt_000219,cust_00161,2026-01-21 00:00:00,2026-01-25 16:00:00,account_setup,low,4
tkt_000220,cust_00161,2026-01-28 00:00:00,2026-01-28 05:00:00,billing_question,high,2
tkt_000221,cust_00162,2026-01-11 00:00:00,2026-01-15 02:00:00,payment_failure,low,5
tkt_000222,cust_00162,2026-02-17 00:00:00,2026-02-19 08:00:00,integration_help,low,2
tkt_000223,cust_00163,2025-12-02 00:00:00,2025-12-06 01:00:00,refund_request,low,3
tkt_000224,cust_00163,2026-03-13 00:00:00,2026-03-14 15:00:00,integration_help,low,5
tkt_000225,cust_00165,2026-03-08 00:00:00,2026-03-08 05:00:00,billing_question,urgent,3
tkt_000226,cust_00166,2025-12-16 00:00:00,2025-12-22 00:00:00,integration_help,low,4
tkt_000227,cust_00171,2025-12-06 00:00:00,2025-12-08 18:00:00,refund_request,medium,4
tkt_000228,cust_00171,2026-01-24 00:00:00,2026-01-30 23:00:00,integration_help,low,4
tkt_000229,cust_00171,2025-12-10 00:00:00,2025-12-10 09:00:00,payment_failure,medium,3
tkt_000230,cust_00171,2026-01-06 00:00:00,2026-01-06 04:00:00,integration_help,high,2
tkt_000231,cust_00173,2026-02-03 00:00:00,2026-02-05 15:00:00,integration_help,low,4
tkt_000232,cust_00175,2026-02-05 00:00:00,2026-02-05 13:00:00,refund_request,high,2
tkt_000233,cust_00175,2026-03-11 00:00:00,2026-03-11 01:00:00,payment_failure,urgent,3
tkt_000234,cust_00175,2026-02-10 00:00:00,2026-02-10 11:00:00,payment_failure,high,2
tkt_000235,cust_00177,2026-01-15 00:00:00,2026-01-21 20:00:00,account_setup,low,5
tkt_000236,cust_00178,2026-02-15 00:00:00,2026-02-17 04:00:00,payment_failure,medium,4
tkt_000237,cust_00179,2025-05-31 00:00:00,2025-05-31 18:00:00,payment_failure,medium,4
tkt_000238,cust_00181,2026-02-21 00:00:00,2026-02-21 21:00:00,payment_failure,high,3
tkt_000239,cust_00181,2026-03-14 00:00:00,2026-03-15 01:00:00,fraud_alert,medium,3
tkt_000240,cust_00181,2026-02-01 00:00:00,2026-02-01 05:00:00,payout_delay,high,1
tkt_000241,cust_00181,2026-03-12 00:00:00,2026-03-13 10:00:00,payment_failure,medium,5
tkt_000242,cust_00181,2026-02-14 00:00:00,2026-02-14 09:00:00,integration_help,high,4
tkt_000243,cust_00184,2025-11-23 00:00:00,2025-11-23 06:00:00,integration_help,high,2
tkt_000244,cust_00185,2026-03-08 00:00:00,2026-03-08 20:00:00,payment_failure,medium,4
tkt_000245,cust_00185,2026-02-09 00:00:00,2026-02-11 11:00:00,payment_failure,low,4
tkt_000246,cust_00185,2026-03-10 00:00:00,2026-03-10 11:00:00,fraud_alert,high,4
tkt_000247,cust_00185,2026-02-15 00:00:00,2026-02-15 07:00:00,refund_request,urgent,4
tkt_000248,cust_00188,2026-01-07 00:00:00,2026-01-07 15:00:00,api_error,high,3
tkt_000249,cust_00188,2026-02-01 00:00:00,2026-02-01 19:00:00,payment_failure,high,5
tkt_000250,cust_00190,2026-03-10 00:00:00,2026-03-10 05:00:00,refund_request,urgent,3
tkt_000251,cust_00190,2026-02-28 00:00:00,2026-03-02 19:00:00,integration_help,medium,4
tkt_000252,cust_00190,2026-03-10 00:00:00,2026-03-11 09:00:00,refund_request,low,5
tkt_000253,cust_00195,2026-01-26 00:00:00,2026-01-28 04:00:00,payment_failure,medium,5
tkt_000254,cust_00196,2026-01-25 00:00:00,2026-01-27 04:00:00,integration_help,medium,2
tkt_000255,cust_00196,2026-03-14 00:00:00,2026-03-16 10:00:00,payment_failure,medium,3
tkt_000256,cust_00196,2026-03-05 00:00:00,2026-03-07 03:00:00,integration_help,low,4
tkt_000257,cust_00199,2026-01-21 00:00:00,2026-01-22 08:00:00,payment_failure,medium,5
tkt_000258,cust_00199,2025-07-27 00:00:00,2025-07-27 12:00:00,integration_help,medium,3
tkt_000259,cust_00201,2026-02-01 00:00:00,2026-02-01 01:00:00,payment_failure,urgent,1
tkt_000260,cust_00201,2025-12-12 00:00:00,2025-12-16 20:00:00,payment_failure,low,4
tkt_000261,cust_00201,2025-12-19 00:00:00,2025-12-20 01:00:00,integration_help,medium,3
tkt_000262,cust_00201,2026-02-14 00:00:00,2026-02-20 22:00:00,payment_failure,low,5
tkt_000263,cust_00201,2025-12-08 00:00:00,2025-12-08 07:00:00,account_setup,urgent,3
tkt_000264,cust_00206,2026-03-15 00:00:00,2026-03-17 05:00:00,payment_failure,low,4
tkt_000265,cust_00207,2026-03-04 00:00:00,2026-03-04 12:00:00,billing_question,high,5
tkt_000266,cust_00207,2026-03-11 00:00:00,2026-03-13 23:00:00,payment_failure,medium,2
tkt_000267,cust_00207,2026-03-08 00:00:00,2026-03-08 18:00:00,payment_failure,high,3
tkt_000268,cust_00211,2026-03-13 00:00:00,2026-03-13 05:00:00,billing_question,urgent,3
tkt_000269,cust_00211,2026-03-01 00:00:00,2026-03-01 06:00:00,integration_help,urgent,2
tkt_000270,cust_00211,2025-12-18 00:00:00,2025-12-18 19:00:00,fraud_alert,high,5
tkt_000271,cust_00211,2025-12-11 00:00:00,2025-12-11 04:00:00,refund_request,high,5
tkt_000272,cust_00211,2025-12-30 00:00:00,2025-12-30 08:00:00,integration_help,high,5
tkt_000273,cust_00211,2026-01-29 00:00:00,2026-01-29 10:00:00,refund_request,high,3
tkt_000274,cust_00213,2026-02-08 00:00:00,2026-02-08 21:00:00,integration_help,high,4
tkt_000275,cust_00214,2026-02-28 00:00:00,2026-03-01 21:00:00,api_error,medium,4
tkt_000276,cust_00215,2026-01-25 00:00:00,2026-01-30 21:00:00,payment_failure,low,4
tkt_000277,cust_00216,2026-03-04 00:00:00,2026-03-04 14:00:00,payment_failure,high,2
tkt_000278,cust_00216,2026-02-16 00:00:00,2026-02-16 07:00:00,payment_failure,urgent,3
tkt_000279,cust_00216,2026-03-09 00:00:00,2026-03-09 14:00:00,refund_request,medium,5
tkt_000280,cust_00217,2026-03-10 00:00:00,2026-03-10 02:00:00,payment_failure,urgent,3
tkt_000281,cust_00217,2026-03-04 00:00:00,2026-03-06 13:00:00,payout_delay,medium,4
tkt_000282,cust_00217,2026-02-07 00:00:00,2026-02-08 02:00:00,payment_failure,medium,4
tkt_000283,cust_00218,2026-01-01 00:00:00,2026-01-03 20:00:00,integration_help,low,3
